Delta,Theta,Alpha,Beta,Y
6.61881E+05,8.198E+03,3.1029E+04,4.886E+03,1E+00
8.28933E+05,9.1298E+04,3.243E+03,1.2468E+04,1E+00
2.65867E+05,3.3318E+04,2.5935E+04,1.2364E+04,1E+00
7.62383E+05,3.4739E+05,1.521E+03,2.2832E+04,1E+00
1.9343E+04,7.747E+03,5.4208E+04,7.017E+03,1E+00
1.43668E+05,1.9422E+04,1.31E+03,3.914E+03,1E+00
5.4426E+05,1.63218E+05,2.3952E+04,4.693E+03,1E+00
3.96174E+05,2.55427E+05,1.7809E+04,4.2781E+04,1E+00
5.145E+05,2.60568E+05,1.43456E+05,6.3282E+04,1E+00
2.169745E+06,1.13364E+05,3.3219E+04,1.6036E+04,1E+00
9.42896E+05,4.9883E+04,5.763E+03,1.1631E+04,1E+00
3.95636E+05,5.6715E+04,2.287E+03,4.513E+03,1E+00
7.52967E+05,6.9128E+04,3.111E+03,5.496E+03,1E+00
1.099E+06,3.0828E+04,1.6492E+04,4.095E+03,1E+00
2.35474E+05,3.5439E+04,4.362E+03,1.926E+03,1E+00
4.4705E+05,5.4271E+04,2.402E+03,5.509E+03,1E+00
3.12746E+05,2.679E+04,1.6669E+04,7.196E+03,1E+00
1.97037E+05,2.3819E+04,1.432E+03,8.18E+02,1E+00
6.12651E+05,1.18931E+05,6.2E+02,1.0031E+04,1E+00
9.71265E+05,1.43008E+05,4.0532E+04,4.8327E+04,1E+00
4.20608E+05,3.7299E+04,1.835E+04,6.161E+03,1E+00
5.13617E+05,1.37338E+05,1.9647E+04,1.2701E+04,1E+00
3.321E+04,1.653E+04,6.343E+03,4.254E+03,1E+00
1.73226E+05,1.10828E+05,1.9384E+04,6.5372E+04,1E+00
1.860328E+06,8.3733E+04,2.0991E+04,8.268E+03,1E+00
9.94099E+05,5.20626E+05,9.8266E+04,2.7468E+04,1E+00
1.04444E+05,6.9947E+04,9.242E+03,1.772E+03,1E+00
1.05758E+05,4.7298E+04,1.0248E+04,1.763E+03,1E+00
1.093038E+06,7.9549E+04,7.39E+03,9.368E+03,1E+00
2.89826E+05,1.04523E+05,2.9107E+04,1.2635E+04,1E+00
3.65723E+05,6.6019E+04,3.1642E+04,2.889E+04,1E+00
3.10703E+05,8.3332E+04,1.7165E+04,5.407E+03,1E+00
8.301E+04,8.0984E+04,6.601E+03,1.9459E+04,1E+00
3.45838E+05,2.1048E+04,7.091E+03,4.607E+03,1E+00
1.18224E+05,2.2904E+04,4.501E+03,2.398E+03,1E+00
8.70781E+05,1.52784E+05,1.4913E+04,1.3866E+04,1E+00
1.33598E+05,2.9572E+04,1.5199E+04,1.0481E+04,1E+00
2.55333E+05,2.5867E+04,5.055E+03,2.495E+03,1E+00
1.37778E+05,1.7915E+04,1.096E+03,5.678E+03,1E+00
3.99799E+05,1.4845E+04,1.2363E+04,2.734E+03,0E+00
4.93247E+05,2.982E+04,2.3621E+04,3.653E+03,0E+00
6.39083E+05,1.01213E+05,3.1698E+04,4.102E+03,0E+00
2.23451E+05,1.6512E+04,1.289E+03,1.649E+03,0E+00
5.05104E+05,2.4108E+04,2.7102E+04,1.132E+03,0E+00
1.628123E+06,7.6538E+04,2.2829E+04,2.6255E+04,0E+00
7.0125E+05,6.4411E+04,8.31E+04,1.2834E+04,0E+00
2.49558E+05,4.0494E+04,7.142E+03,3.606E+03,0E+00
1.35222E+06,7.9526E+04,7.61E+03,1.4995E+04,0E+00
1.86082E+06,1.698512E+06,8.5696E+04,1.74228E+05,0E+00
5.28085E+05,5.51417E+05,1.73141E+05,2.6967E+04,0E+00
3.96343E+05,6.5531E+04,5.56E+02,3.1E+03,0E+00
1.365966E+06,3.8587E+04,2.9399E+04,4.035E+03,0E+00
1.25191E+06,2.0531E+05,5.5802E+04,1.3106E+04,0E+00
6.19001E+05,4.5797E+04,7.33E+03,1.5606E+04,0E+00
2.307774E+06,1.441074E+06,2.07229E+05,1.39209E+05,0E+00
3.79162E+05,4.6106E+04,2.888E+04,3.759E+03,0E+00
1.488533E+06,7.9968E+05,6.3061E+04,1.4448E+05,0E+00
1.550187E+06,6.31137E+05,8.6393E+04,2.8952E+04,0E+00
7.33832E+05,7.8795E+04,2.8715E+04,1.5243E+04,0E+00
8.53689E+05,7.12401E+05,3.6446E+04,3.2963E+04,0E+00
5.15413E+05,5.4316E+04,2.8845E+04,1.8169E+04,0E+00
4.00203E+05,5.8894E+04,2.5399E+04,9.643E+03,0E+00
2.03331E+05,9.1294E+04,1.8336E+04,1.1917E+04,0E+00
3.33223E+05,5.1404E+05,7.278E+03,8.722E+03,0E+00
5.44942E+05,8.17419E+05,9.2045E+04,4.5809E+04,0E+00
5.84918E+05,9.9078E+04,1.485E+04,1.8461E+04,0E+00
4.5168E+05,1.71379E+05,2.17664E+05,3.1427E+04,0E+00
1.048071E+06,2.9503E+04,1.1742E+04,6.791E+03,0E+00
1.359295E+06,9.24999E+05,2.04673E+05,3.7637E+04,0E+00
6.7492E+04,1.5171E+04,7.03E+02,8.73E+02,0E+00
4.95071E+05,5.3681E+04,1.9179E+04,3.088E+03,0E+00
1.76037E+05,9.0859E+04,1.9605E+04,1.1176E+04,0E+00
8.26147E+05,3.8021E+04,9.575E+03,8.154E+03,0E+00
8.0372E+05,3.61422E+05,1.18463E+05,3.4601E+04,0E+00
4.47845E+05,3.5897E+04,7.622E+03,2.462E+03,0E+00
1.92092E+05,1.8154E+04,1.781E+03,2.135E+03,0E+00
2.20689E+05,3.6018E+04,4.614E+03,2.493E+03,0E+00
1.48442E+05,1.01439E+05,6.1063E+04,1.9131E+04,0E+00
2.044584E+06,6.0254E+05,2.51577E+05,7.603E+03,0E+00
1.34759E+05,1.59911E+05,2.253E+04,8.322E+03,0E+00
1.139275E+06,2.31657E+05,6.5519E+04,1.4975E+04,0E+00
1.1664E+05,4.5178E+04,8.834E+03,2.858E+03,0E+00
9.35542E+05,1.0094E+05,2.4711E+04,2.2223E+04,0E+00
8.97286E+05,8.4654E+04,1.4929E+04,6.246E+03,0E+00
9.3204E+05,1.70143E+05,6.808E+03,3.8137E+04,0E+00
1.066899E+06,2.80477E+05,1.4027E+04,3.2889E+04,0E+00
3.87475E+05,2.9607E+04,1.142E+03,9.389E+03,0E+00
1.011402E+06,5.981E+04,1.037E+03,2.2287E+04,0E+00
5.503E+03,1.2466E+04,8.666E+03,1.4777E+04,0E+00
4.65019E+05,8.7776E+04,9.617E+03,2.7391E+04,0E+00
1.0732E+04,5.987E+03,2.158E+03,1.3154E+04,0E+00
7.354E+03,1.1603E+04,3.754E+03,1.1025E+04,0E+00
2.66004E+05,5.4273E+04,1.4478E+04,9.306E+03,0E+00
7.2078E+05,3.2353E+04,1.897E+03,1.141E+04,0E+00
4.512E+03,1.1293E+04,2.9048E+04,6.013E+03,0E+00
4.06356E+05,2.19231E+05,2.2797E+04,1.3438E+04,0E+00
1.337969E+06,1.63143E+05,1.336E+03,1.7444E+04,0E+00
8.86231E+05,5.7752E+04,1.8564E+04,1.5123E+04,0E+00
6.1482E+04,1.132E+04,1.308E+04,8.887E+03,0E+00
3.97337E+05,2.34448E+05,4.3733E+04,2.1168E+04,0E+00
1.551526E+06,7.6856E+04,1.2592E+04,9.917E+03,0E+00
9.62216E+05,4.727E+03,4.49E+02,2.767E+03,0E+00
2.04421E+05,1.61723E+05,4.9347E+04,1.027E+04,0E+00
5.77897E+05,3.0567E+04,3.468E+03,6.004E+03,0E+00
6.0461E+05,1.9069E+04,1.1151E+04,3.711E+03,0E+00
6.38407E+05,5.8514E+04,7.638E+03,5.553E+03,0E+00
6.267E+03,2.2468E+04,4.061E+03,1.431E+04,0E+00
6.66878E+05,7.6299E+04,5.608E+03,1.5775E+04,0E+00
2.60555E+05,3.86E+03,6.648E+03,8.446E+03,0E+00
6.12591E+05,2.3353E+04,7.506E+03,7.652E+03,0E+00
4.75243E+05,1.3542E+04,7.123E+03,4.045E+03,0E+00
3.27282E+05,4.9338E+04,1.072E+04,4.71E+03,0E+00
4.952E+04,1.4822E+04,5.655E+03,2.464E+03,0E+00
1.04987E+06,4.18713E+05,9.3045E+04,2.1611E+04,0E+00
6.70166E+05,1.58986E+05,7.2162E+04,2.2837E+04,0E+00
5.88876E+05,2.41087E+05,2.7112E+04,1.3496E+04,0E+00
4.31244E+05,4.5306E+04,1.2852E+04,3.1E+03,0E+00
3.3143E+05,5.70217E+05,1.09073E+05,3.5998E+04,0E+00
2.43291E+05,4.4708E+04,1.9447E+04,5.01E+02,0E+00
4.89136E+05,1.88809E+05,3.4784E+04,7.413E+03,0E+00
4.1744E+05,1.91482E+05,2.7754E+04,1.0273E+04,0E+00
9.31257E+05,1.96575E+05,1.05263E+05,2.3731E+04,0E+00
9.2538E+05,2.65757E+05,1.08166E+05,1.4277E+04,0E+00
9.50208E+05,1.55017E+05,4.7634E+04,2.2876E+04,0E+00
1.782793E+06,2.667E+04,1.2328E+04,1.687E+03,0E+00
8.51089E+05,6.8679E+04,1.2201E+04,1.7234E+04,0E+00
2.205E+03,1.3969E+04,9.582E+03,1.3751E+04,0E+00
1.26974E+05,1.8776E+04,8.137E+03,8.932E+03,0E+00
1.730261E+06,3.36064E+05,4.6784E+04,1.3281E+04,0E+00
2.45357E+05,1.44002E+05,2.313E+03,1.1541E+04,0E+00
3.56905E+05,5.189E+03,3.026E+03,5.88E+02,0E+00
1.175172E+06,4.14759E+05,1.37539E+05,1.5445E+04,0E+00
2.581211E+06,3.47719E+05,1.03052E+05,3.4928E+04,0E+00
4.68688E+05,3.1851E+04,3.0545E+04,1.3121E+04,0E+00
2.50333E+05,1.14832E+05,1.3789E+04,1.6839E+04,0E+00
2.24159E+05,2.5585E+04,2.597E+03,1.6844E+04,0E+00
1.1606E+05,6.2458E+04,2.4586E+04,8.427E+03,0E+00
5.31897E+05,6.0148E+04,2.8695E+04,2.2731E+04,0E+00
2.97114E+05,3.10662E+05,1.3681E+04,2.4641E+04,0E+00
4.53721E+05,6.131E+04,1.7623E+04,1.3738E+04,0E+00
4.9627E+04,9.0563E+04,2.2852E+04,2.5412E+04,0E+00
2.97833E+05,1.661E+03,9.863E+03,5.362E+03,0E+00
8.6671E+04,2.8177E+04,3.153E+04,7.835E+03,0E+00
6.18264E+05,1.10069E+05,3.751E+03,8.412E+03,0E+00
7.57286E+05,2.31154E+05,3.7774E+04,5.2038E+04,0E+00
1.021133E+06,5.6674E+04,3.203E+03,9.92E+03,0E+00
5.333E+03,2.928E+04,1.0578E+04,3.6874E+04,0E+00
3.95109E+05,1.83615E+05,4.8165E+04,2.9835E+04,0E+00
4.7541E+05,5.03386E+05,1.3752E+04,3.0775E+04,0E+00
9.71499E+05,8.9153E+04,5.855E+03,1.7238E+04,0E+00
2.67309E+05,9.3719E+04,6.531E+03,3.752E+03,0E+00
1.23893E+05,6.918E+03,6.61E+03,5.333E+03,0E+00
6.6737E+04,7.203E+03,9.18E+02,6.584E+03,0E+00
2.30387E+05,9.7127E+04,2.5873E+04,5.782E+03,0E+00
6.5509E+04,2.6684E+04,8.011E+03,9.564E+03,0E+00
2.35316E+05,1.08281E+05,1.687E+04,4.612E+03,0E+00
3.1119E+04,4.103E+03,1.7742E+04,4.569E+03,0E+00
2.6406E+04,4.771E+03,1.2782E+04,9.221E+03,0E+00
5.0298E+05,1.1476E+05,2.4987E+04,1.4739E+04,0E+00
1.048E+04,1.4757E+04,2.3066E+04,1.2081E+04,0E+00
3.2161E+05,2.7227E+04,2.1278E+04,1.6597E+04,0E+00
5.37373E+05,9.291E+04,4.8431E+04,1.8432E+04,0E+00
1.873226E+06,2.04442E+05,6.4598E+04,3.483E+04,0E+00
1.352101E+06,1.9594E+05,5.615E+04,6.6697E+04,0E+00
4.06098E+05,4.98769E+05,3.056E+04,2.4308E+04,0E+00
2.13455E+05,3.1596E+04,8.469E+03,3.456E+03,0E+00
1.170762E+06,2.10662E+05,3.08E+04,4.5E+03,0E+00
2.103615E+06,8.3089E+05,9.4323E+04,1.8161E+04,0E+00
3.16481E+05,3.79583E+05,6.7575E+04,1.4935E+04,0E+00
7.10274E+05,3.5876E+04,1.1058E+04,7.83E+03,0E+00
4.11131E+05,8.375E+04,1.3382E+04,9.49E+03,0E+00
7.02118E+05,5.0964E+04,5.415E+03,3.745E+03,0E+00
1.382228E+06,3.4576E+05,4.984E+03,9.323E+03,0E+00
2.68564E+05,2.47354E+05,4.6103E+04,3.6887E+04,0E+00
8.65832E+05,4.55688E+05,3.2425E+04,7.509E+03,0E+00
1.77617E+05,1.30998E+05,2.322E+04,1.5543E+04,0E+00
6.49875E+05,4.8591E+04,2.5915E+04,6.608E+03,0E+00
1.75853E+05,7.165E+03,2.292E+03,4.927E+03,0E+00
5.68904E+05,8.5724E+04,5.899E+03,8.669E+03,0E+00
8.04171E+05,7.4757E+04,2.9092E+04,1.5954E+04,0E+00
2.75339E+05,2.4864E+04,1.3887E+04,2.499E+03,0E+00
3.68959E+05,4.4261E+04,2.4936E+04,2.2516E+04,0E+00
1.830705E+06,2.08757E+05,7.4649E+04,1.5753E+04,0E+00
6.567E+03,1.0001E+04,1.6543E+04,2.2527E+04,0E+00
2.56069E+05,7.1452E+04,5.904E+03,8.847E+03,0E+00
9.07191E+05,4.0148E+04,1.7714E+04,1.0394E+04,0E+00
2.91048E+05,1.3304E+05,1.4872E+04,1.2423E+04,0E+00
9.01163E+05,6.1943E+04,2.1492E+04,2.3746E+04,0E+00
6.50805E+05,1.13301E+05,4.3671E+04,2.0471E+04,0E+00
7.17587E+05,6.54482E+05,4.2807E+04,1.2014E+04,0E+00
1.5703E+05,2.4434E+04,1.6261E+04,4.231E+03,0E+00
7.77225E+05,4.4724E+04,7.2242E+04,1.3721E+04,0E+00
1.48983E+05,8.0165E+04,9.53E+03,8.182E+03,0E+00
1.150872E+06,3.6499E+04,1.5861E+04,6.715E+03,0E+00
7.5938E+05,1.77411E+05,2.273E+04,3.8773E+04,0E+00
6.12385E+05,5.61699E+05,3.1717E+04,1.6975E+04,0E+00
1.134599E+06,1.07714E+05,1.1929E+04,1.7282E+04,0E+00
2.49428E+05,2.9883E+04,9.678E+03,7.325E+03,0E+00
1.73499E+05,9.5386E+04,2.6776E+04,9.03E+03,0E+00
1.67244E+06,6.9824E+04,2.193E+03,1.4442E+04,0E+00
2.93667E+05,1.24266E+05,4.2911E+04,2.4258E+04,0E+00
9.77896E+05,6.65026E+05,3.4739E+04,6.3633E+04,0E+00
2.757383E+06,1.69231E+05,6.32E+04,2.9699E+04,0E+00
1.496341E+06,4.99382E+05,2.5924E+04,2.7292E+04,0E+00
2.095147E+06,1.011493E+06,1.6723E+05,6.3391E+04,0E+00
7.3929E+04,2.1677E+04,2.2275E+04,8.497E+03,0E+00
1.79334E+06,4.5125E+04,2.3811E+04,8.961E+03,0E+00
9.72558E+05,3.93556E+05,1.67859E+05,3.0392E+04,0E+00
6.4359E+04,3.1373E+04,2.327E+03,6.92E+02,0E+00
1.395133E+06,5.62015E+05,2.8061E+04,9.5771E+04,0E+00
1.04824E+06,8.0745E+04,2.9837E+04,1.468E+04,0E+00
3.85444E+05,2.44593E+05,6.419E+03,9.375E+03,0E+00
2.00267E+05,3.2266E+04,1.1273E+04,6.03E+03,0E+00
2.00273E+05,2.708E+04,1.352E+04,1.337E+03,0E+00
4.87246E+05,8.0525E+04,1.4819E+04,1.5189E+04,0E+00
3.09456E+05,1.5893E+04,7.5E+02,1.019E+04,0E+00
1.317485E+06,1.29615E+05,2.1131E+04,1.8913E+04,0E+00
3.63944E+05,3.1766E+04,2.316E+03,4.044E+03,0E+00
1.24981E+05,4.651E+04,7.875E+03,7.082E+03,0E+00
1.92946E+05,8.1466E+04,3.27E+03,1.0078E+04,0E+00
1.303388E+06,1.69318E+05,5.4057E+04,1.9997E+04,0E+00
2.4484E+05,1.7939E+04,4.576E+03,1.991E+03,0E+00
4.0272E+04,8.196E+03,5.533E+03,2.886E+03,0E+00
3.256E+03,4.63E+03,7.992E+03,1.0996E+04,0E+00
1.89264E+05,4.3897E+04,7.494E+03,1.1222E+04,0E+00
1.3059E+04,2.0643E+04,2.0072E+04,1.9567E+04,0E+00
1.33987E+05,2.4432E+04,1.8929E+04,1.9618E+04,0E+00
4.4443E+04,1.6584E+04,1.89E+03,1.4415E+04,0E+00
2.4801E+04,1.7605E+04,3.24E+03,1.3769E+04,0E+00
6.527E+03,1.2357E+04,4.225E+03,7.291E+03,0E+00
1.24858E+05,9.641E+03,3.383E+03,8.029E+03,0E+00
2.5296E+04,2.463E+03,1.14E+03,4.137E+03,0E+00
1.1692E+04,2.6527E+04,1.1877E+04,2.0546E+04,0E+00
3.2787E+04,1.6707E+04,1.5935E+04,1.811E+04,0E+00
4.173E+03,3.2468E+04,4.391E+03,1.6672E+04,0E+00
8.3554E+04,4.1945E+04,1.5045E+04,2.797E+04,0E+00
9.67175E+05,4.1243E+04,3.6962E+04,8.185E+03,0E+00
9.256E+03,2.0127E+04,1.3418E+04,2.7454E+04,0E+00
5.859E+03,7.8974E+04,1.0513E+04,1.4643E+04,0E+00
4.2323E+05,4.0388E+04,4.192E+03,1.458E+03,0E+00
1.8176E+04,1.5593E+04,4.678E+03,1.5953E+04,0E+00
9.946E+03,7.249E+03,1.6317E+04,8.551E+03,0E+00
1.9855E+05,3.574E+04,1.7442E+04,1.3683E+04,0E+00
9.491E+03,1.0315E+04,7.104E+03,7.801E+03,0E+00
1.5632E+04,4.0201E+04,1.0413E+04,2.1678E+04,0E+00
5.15611E+05,4.75165E+05,2.2401E+04,9.621E+03,0E+00
2.503882E+06,1.81967E+05,3.086E+04,3.1472E+04,0E+00
1.39786E+05,1.5399E+04,5.458E+03,4.431E+03,0E+00
3.0743E+05,2.7965E+04,7.093E+03,1.2487E+04,0E+00
2.7739E+04,1.2022E+04,7.296E+03,1.5859E+04,0E+00
2.20442E+05,1.45404E+05,2.6234E+04,1.4059E+04,0E+00
4.65105E+05,6.6004E+04,1.0921E+04,1.0196E+04,0E+00
6.20964E+05,7.4721E+04,3.233E+04,5.59E+03,0E+00
1.09936E+05,3.322E+04,2.874E+03,1.144E+03,0E+00
3.4667E+05,6.6573E+04,2.3681E+04,1.1571E+04,0E+00
2.08284E+06,4.4237E+04,5.1223E+04,2.2769E+04,0E+00
1.05516E+05,8.0688E+04,2.6682E+04,2.603E+03,0E+00
1.10965E+05,1.3283E+05,1.4038E+04,2.1746E+04,0E+00
1.010083E+06,4.82786E+05,7.4278E+04,2.2379E+04,0E+00
3.48321E+05,3.69E+04,1.0844E+04,1.1121E+04,0E+00
3.8452E+04,2.7661E+04,7.422E+03,1.6211E+04,0E+00
1.7184E+04,3.7494E+04,8.396E+03,1.5242E+04,0E+00
3.4563E+05,1.9713E+05,2.6086E+04,1.4051E+04,0E+00
2.94655E+05,1.37572E+05,5.7355E+04,2.9483E+04,0E+00
5.06186E+05,2.20485E+05,3.8219E+04,1.9807E+04,0E+00
1.7452E+05,2.5968E+04,8.734E+03,1.799E+03,0E+00
2.95684E+05,1.1348E+04,2.4565E+04,5.119E+03,0E+00
2.50506E+06,1.17705E+05,7.048E+03,1.6195E+04,0E+00
7.39403E+05,4.0565E+04,1.1101E+04,1.1423E+04,0E+00
1.02557E+05,1.3663E+04,4.34E+03,2.4381E+04,0E+00
1.95112E+05,3.8403E+04,5.906E+03,2.718E+03,0E+00
3.10262E+05,1.45081E+05,1.041E+03,3.1578E+04,0E+00
2.32833E+05,1.03895E+05,1.8534E+04,1.1929E+04,0E+00
8.481E+03,9.371E+03,2.639E+03,2.8906E+04,0E+00
5.8712E+04,1.7706E+04,1.3356E+04,6.107E+03,0E+00
4.32623E+05,2.9482E+04,3.109E+03,3.992E+03,0E+00
1.1707E+04,2.0096E+04,1.0694E+04,2.9097E+04,0E+00
2.81282E+05,9.0754E+04,1.3144E+04,1.2708E+04,1E+00
6.10286E+05,2.44078E+05,4.2842E+04,2.8244E+04,1E+00
1.52568E+05,8.2088E+04,5.752E+03,1.2115E+04,1E+00
6.48194E+05,1.330245E+06,2.67504E+05,1.26689E+05,1E+00
1.1666E+06,1.239382E+06,1.20471E+05,2.31739E+05,1E+00
9.67721E+05,2.3688E+04,1.75E+04,5.824E+03,1E+00
7.68411E+05,3.26429E+05,5.4791E+04,4.4792E+04,1E+00
6.04549E+05,4.38316E+05,2.8972E+04,3.3319E+04,1E+00
3.79573E+05,7.2675E+04,2.4981E+04,1.4011E+04,1E+00
7.50444E+05,5.41656E+05,1.53215E+05,2.9463E+04,1E+00
9.23308E+05,4.24008E+05,8.50147E+05,1.47626E+05,1E+00
3.059285E+06,6.56076E+05,7.48018E+05,1.68703E+05,1E+00
1.105327E+06,8.1524E+04,5.798E+03,6.249E+03,1E+00
1.275943E+06,2.00372E+05,8.0639E+04,5.47E+04,1E+00
8.98671E+05,2.9112E+05,2.6128E+04,3.9614E+04,1E+00
5.70533E+05,6.01795E+05,1.4685E+04,1.5653E+04,1E+00
8.91111E+05,4.17063E+05,7.3578E+04,1.3723E+04,1E+00
2.553473E+06,6.27161E+05,3.2247E+05,1.13139E+05,1E+00
1.619621E+06,9.38367E+05,1.93303E+05,6.1034E+04,1E+00
5.60695E+05,2.68689E+05,3.5465E+04,2.4043E+04,1E+00
5.6273E+04,4.3128E+04,1.264E+03,5.269E+03,1E+00
3.48892E+05,1.8412E+04,4.51E+03,4.387E+03,1E+00
4.81582E+05,3.0265E+04,1.899E+03,9.15E+02,1E+00
1.392113E+06,1.91071E+05,5.6442E+04,8.053E+03,1E+00
1.63118E+05,3.95702E+05,3.7509E+04,1.6823E+04,1E+00
5.06964E+05,3.87503E+05,3.6983E+04,2.2828E+04,1E+00
6.99288E+05,3.27947E+05,7.2903E+04,3.6144E+04,1E+00
5.8092E+05,4.23188E+05,3.4617E+04,5.992E+04,1E+00
8.47406E+05,9.9578E+04,5.866E+03,4.492E+03,1E+00
1.890073E+06,5.99131E+05,1.22396E+05,5.8461E+04,1E+00
1.516782E+06,2.71278E+05,5.287E+04,6.326E+04,1E+00
6.02523E+05,2.03743E+05,3.1034E+04,1.4961E+04,1E+00
1.374649E+06,1.80348E+05,1.3145E+04,2.1138E+04,1E+00
4.85033E+05,9.5356E+04,1.4431E+04,1.3714E+04,1E+00
7.07699E+05,4.4996E+04,1.7606E+04,1.0843E+04,1E+00
1.903678E+06,1.90062E+05,1.7535E+04,2.7041E+04,1E+00
1.048205E+06,1.18263E+05,1.594E+03,4.886E+03,1E+00
3.34482E+05,7.182E+04,6.39E+03,6.085E+03,1E+00
2.7498E+05,2.764E+04,3.8E+03,3.283E+03,1E+00
2.76791E+05,1.72779E+05,1.4202E+04,4.742E+03,1E+00
1.667888E+06,6.05017E+05,5.3404E+04,4.3185E+04,1E+00
5.58805E+05,1.2554E+05,1.1416E+04,1.8972E+04,1E+00
1.774209E+06,1.19916E+05,6.4801E+04,1.7808E+04,1E+00
1.075353E+06,6.2097E+05,1.70407E+05,1.02632E+05,1E+00
9.19911E+05,1.26875E+05,2.0392E+04,1.3153E+04,1E+00
1.49898E+05,1.3734E+05,5.6252E+04,9.414E+03,1E+00
8.64883E+05,3.1572E+04,2.7863E+04,1.805E+03,1E+00
1.412146E+06,1.66257E+05,1.6389E+04,1.0488E+04,1E+00
2.08444E+05,1.03335E+05,1.1194E+04,8.97E+03,1E+00
6.14814E+05,2.5974E+04,1.1018E+04,8.12E+02,1E+00
1.194272E+06,4.2314E+04,1.9622E+04,8.177E+03,1E+00
1.465684E+06,6.7357E+05,2.52801E+05,4.1692E+04,1E+00
2.149651E+06,4.24064E+05,9.5537E+04,4.4773E+04,1E+00
1.31252E+05,1.71057E+05,1.6E+03,6.405E+03,1E+00
8.7613E+05,1.746E+05,1.4111E+04,3.5673E+04,1E+00
2.37278E+06,8.51535E+05,6.2544E+04,3.9678E+04,1E+00
7.14944E+05,5.0881E+04,2.3265E+04,1.5905E+04,1E+00
1.473267E+06,3.5645E+04,5.2293E+04,3.247E+03,1E+00
1.50153E+06,1.97683E+05,3.4674E+04,1.9524E+04,1E+00
3.93599E+05,2.26957E+05,1.5905E+04,2.699E+04,1E+00
2.438026E+06,2.25556E+05,1.66058E+05,2.3034E+04,1E+00
3.6277E+05,2.93366E+05,3.5528E+04,7.6888E+04,1E+00
5.93819E+05,7.9493E+04,5.7919E+04,9.57E+03,1E+00
6.81639E+05,5.7362E+04,2.3715E+04,7.619E+03,1E+00
1.961133E+06,5.54445E+05,6.798E+04,3.5855E+04,1E+00
1.169868E+06,8.3501E+04,9.0283E+04,6.491E+03,1E+00
1.046618E+06,2.28691E+05,7.5476E+04,3.3509E+04,1E+00
1.47411E+06,3.7541E+04,1.4226E+04,1.1158E+04,1E+00
1.92243E+05,7.7396E+04,1.0362E+04,3.427E+03,1E+00
2.035784E+06,1.54418E+05,2.15327E+05,1.6478E+04,1E+00
6.01026E+05,1.27236E+05,6.0559E+04,1.1254E+04,1E+00
2.507E+05,4.9068E+04,9.383E+03,3.406E+03,1E+00
1.191044E+06,2.18967E+05,4.8433E+04,5.171E+03,1E+00
1.19216E+05,3.80057E+05,1.14898E+05,4.4436E+04,1E+00
1.228071E+06,4.94015E+05,1.40159E+05,3.281E+04,1E+00
7.57844E+05,4.43301E+05,1.21375E+05,1.9282E+04,1E+00
6.40438E+05,9.7919E+05,5.3137E+04,4.7613E+04,1E+00
1.302807E+06,6.4104E+04,4.0889E+04,8.975E+03,1E+00
1.480679E+06,1.136528E+06,1.22667E+05,1.77712E+05,1E+00
3.23128E+05,1.29528E+05,3.4862E+04,1.8382E+04,1E+00
2.364523E+06,9.57479E+05,1.26041E+05,3.5792E+04,1E+00
2.3057E+05,1.26632E+05,1.29901E+05,2.1295E+04,1E+00
1.199296E+06,3.7595E+04,2.3789E+04,7.3E+03,1E+00
1.594791E+06,3.34826E+05,2.32306E+05,2.2023E+04,1E+00
1.154133E+06,5.41342E+05,9.3068E+04,5.7086E+04,1E+00
2.20549E+05,5.812E+03,1.565E+03,1.725E+03,1E+00
1.115288E+06,5.1665E+05,4.051E+03,2.1102E+04,1E+00
1.09972E+05,7.2258E+04,6.066E+03,3.488E+03,1E+00
2.11673E+05,1.108783E+06,3.22925E+05,2.2435E+04,1E+00
1.85949E+05,8.5965E+04,2.6895E+04,2.6789E+04,1E+00
5.46129E+05,2.13609E+05,2.2223E+04,1.3349E+04,1E+00
7.07598E+05,3.3418E+05,3.5519E+04,4.1614E+04,1E+00
5.47512E+05,1.68419E+05,2.2213E+04,4.01E+03,1E+00
4.42246E+05,5.0151E+04,4.291E+03,1.0142E+04,1E+00
4.70851E+05,7.6723E+04,6.9053E+04,2.0093E+04,1E+00
5.57528E+05,4.0798E+05,3.5332E+04,3.2699E+04,1E+00
1.364318E+06,8.5825E+04,3.955E+04,3.12E+03,1E+00
5.60799E+05,1.83936E+05,6.653E+03,1.1597E+04,1E+00
1.401681E+06,7.22329E+05,1.78008E+05,6.1758E+04,1E+00
4.76505E+05,3.68281E+05,1.19473E+05,2.5794E+04,1E+00
6.64613E+05,1.224E+04,1.26E+04,1.986E+03,1E+00
1.574397E+06,6.6405E+05,6.6896E+04,3.0897E+04,1E+00
9.96334E+05,1.61576E+05,1.2731E+04,1.4677E+04,1E+00
1.430433E+06,1.96171E+05,4.6817E+04,3.4204E+04,1E+00
5.71694E+05,1.36289E+05,1.2546E+04,1.3334E+04,1E+00
7.70577E+05,3.086E+04,8.518E+03,6.175E+03,1E+00
8.11252E+05,1.45709E+05,2.7526E+04,9.596E+03,1E+00
5.80768E+05,1.32693E+05,4.648E+04,2.3208E+04,1E+00
2.50898E+06,4.74498E+05,3.44011E+05,5.244E+04,1E+00
2.131677E+06,6.28228E+05,3.8801E+04,4.6892E+04,1E+00
